filename,photo_path,label,degradation_type,brightness,blur_laplacian,contrast
1747649682_1747649463_4.jpg,"images/511,611/1747649682_1747649463_4.jpg",Stress,low_contrast,141.6,3083.3,31.5
1746231487_1746231106_5.jpg,"images/514,614/1746231487_1746231106_5.jpg",Stress,low_contrast,140.2,2202.6,31.4
1729815419_1729815104_5.jpg,"images/214,311/1729815419_1729815104_5.jpg",Healthy,low_contrast,141.1,1575.6,32.1
1728367555_1728173505_5.jpg,"images/514,614/1728367555_1728173505_5.jpg",Healthy,low_contrast,136.5,1733.0,32.2
1747095298_1747095063_4.jpg,"images/511,611/1747095298_1747095063_4.jpg",Stress,low_contrast,140.5,2603.1,31.8
1730765845_1730765504_5.jpg,"images/514,614/1730765845_1730765504_5.jpg",Healthy,low_contrast,137.7,1506.9,30.4
1746058682_1746058307_5.jpg,"images/514,614/1746058682_1746058307_5.jpg",Stress,low_contrast,141.1,2143.6,31.1
1731111397_1731111100_5.jpg,"images/514,614/1731111397_1731111100_5.jpg",Healthy,low_contrast,136.0,1391.4,28.9
1747908983_1747908700_5.jpg,"images/214,311/1747908983_1747908700_5.jpg",Stress,low_contrast,137.8,2372.0,32.2
1747736074_1747735864_4.jpg,"images/511,611/1747736074_1747735864_4.jpg",Stress,low_contrast,141.4,2953.7,31.4
1728519382_1728519100_5.jpg,"images/214,311/1728519382_1728519100_5.jpg",Healthy,low_contrast,139.0,1434.7,27.9
1730593022_1730592703_5.jpg,"images/214,311/1730593022_1730592703_5.jpg",Healthy,low_contrast,141.3,1355.3,29.9
1730189654_1730189464_4.jpg,"images/111,211/1730189654_1730189464_4.jpg",Healthy,low_contrast,133.9,1007.0,30.9
1749458495_1748859102_5.jpg,"images/514,614/1749458495_1748859102_5.jpg",Stress,low_contrast,147.0,1350.6,24.4
1749524931_1749463902_5.jpg,"images/514,614/1749524931_1749463902_5.jpg",Stress,low_contrast,144.7,1764.9,27.7
1747218170_1747217500_5.jpg,"images/214,311/1747218170_1747217500_5.jpg",Stress,low_contrast,143.1,1532.4,26.5
1747995274_1747995064_4.jpg,"images/511,611/1747995274_1747995064_4.jpg",Stress,low_contrast,141.5,2707.4,31.9
1749514453_1749514264_4.jpg,"images/511,611/1749514453_1749514264_4.jpg",Stress,low_contrast,144.6,1639.6,27.5
1746231562_1746231064_4.jpg,"images/511,611/1746231562_1746231064_4.jpg",Stress,low_contrast,140.3,2544.8,31.6
1728519282_1728519063_4.jpg,"images/511,611/1728519282_1728519063_4.jpg",Healthy,low_contrast,137.2,1836.4,32.3
1747649682_1747649463_4.jpg,"images/511,611/1747649682_1747649463_4.jpg",Stress,low_contrast,141.6,3083.3,31.5
1731197837_1731197503_5.jpg,"images/514,614/1731197837_1731197503_5.jpg",Healthy,low_contrast,138.7,1506.8,28.7
1746577055_1746576704_5.jpg,"images/514,614/1746577055_1746576704_5.jpg",Stress,low_contrast,141.5,2092.2,30.4
1749773811_1749773497_5.jpg,"images/514,614/1749773811_1749773497_5.jpg",Stress,low_contrast,145.3,2207.6,31.0
1730189654_1730189464_4.jpg,"images/111,211/1730189654_1730189464_4.jpg",Healthy,low_contrast,133.9,1007.0,30.9
1731370789_1731370342_6.jpg,"images/11,411/1731370789_1731370342_6.jpg",Healthy,low_contrast,140.2,1880.3,29.4
1729995449_1729995104_5.jpg,"images/514,614/1729995449_1729995104_5.jpg",Healthy,low_contrast,134.9,1467.0,30.9
1728519282_1728519063_4.jpg,"images/511,611/1728519282_1728519063_4.jpg",Healthy,low_contrast,137.2,1836.4,32.3
1731111391_1731111105_5.jpg,"images/214,311/1731111391_1731111105_5.jpg",Healthy,low_contrast,137.8,1076.6,27.6
1731197837_1731197503_5.jpg,"images/514,614/1731197837_1731197503_5.jpg",Healthy,low_contrast,138.7,1506.8,28.7
1747908873_1747908664_4.jpg,"images/511,611/1747908873_1747908664_4.jpg",Stress,low_contrast,142.1,2661.2,31.0
1747476901_1747476663_4.jpg,"images/511,611/1747476901_1747476663_4.jpg",Stress,low_contrast,142.6,2840.0,29.3
1747736074_1747735864_4.jpg,"images/511,611/1747736074_1747735864_4.jpg",Stress,low_contrast,141.4,2953.7,31.4
1749458495_1748859102_5.jpg,"images/514,614/1749458495_1748859102_5.jpg",Stress,low_contrast,147.0,1350.6,24.4
