filename,photo_path,label,degradation_type,brightness,blur_laplacian,contrast
1731111318_1731111064_4.jpg,"images/14,414/1731111318_1731111064_4.jpg",Healthy,blurry,137.6,1405.0,31.5
1729988181_1729987902_5.jpg,"images/214,311/1729988181_1729987902_5.jpg",Healthy,blurry,142.9,1259.8,28.2
1730852199_1730851901_5.jpg,"images/214,311/1730852199_1730851901_5.jpg",Healthy,blurry,141.2,1430.2,30.0
1746757129_1746749464_4.jpg,"images/511,611/1746757129_1746749464_4.jpg",Stress,blurry,145.4,1424.1,24.7
1731543377_1731543102_5.jpg,"images/214,311/1731543377_1731543102_5.jpg",Healthy,blurry,142.3,1119.7,27.8
1749082430_1749082263_4.jpg,"images/511,611/1749082430_1749082263_4.jpg",Stress,blurry,146.4,1197.5,24.1
1749082523_1749082292_5.jpg,"images/214,311/1749082523_1749082292_5.jpg",Stress,blurry,146.3,1312.7,27.0
1743819645_1743811904_5.jpg,"images/514,614/1743819645_1743811904_5.jpg",Stress,blurry,137.6,1263.3,38.3
1743560498_1743552707_5.jpg,"images/514,614/1743560498_1743552707_5.jpg",Stress,blurry,135.5,1366.8,40.1
1743920550_1743761491_5.jpg,"images/214,311/1743920550_1743761491_5.jpg",Stress,blurry,127.4,572.0,38.3
1730362458_1730362264_4.jpg,"images/111,211/1730362458_1730362264_4.jpg",Healthy,blurry,137.5,1061.8,29.6
1731111397_1731111100_5.jpg,"images/514,614/1731111397_1731111100_5.jpg",Healthy,blurry,136.0,1391.4,28.9
1730276061_1730275864_4.jpg,"images/111,211/1730276061_1730275864_4.jpg",Healthy,blurry,134.7,906.9,29.4
1731111397_1731111100_5.jpg,"images/514,614/1731111397_1731111100_5.jpg",Healthy,blurry,136.0,1391.4,28.9
1746749934_1746749532_6.jpg,"images/11,411/1746749934_1746749532_6.jpg",Stress,blurry,142.5,1410.4,24.5
1743898728_1743898370_5.jpg,"images/514,614/1743898728_1743898370_5.jpg",Stress,blurry,136.9,1319.7,38.0
1746749818_1746749500_5.jpg,"images/514,614/1746749818_1746749500_5.jpg",Stress,blurry,145.0,1127.4,23.8
1743849554_1743588693_5.jpg,"images/214,311/1743849554_1743588693_5.jpg",Stress,blurry,125.5,548.3,38.3
1743560498_1743552707_5.jpg,"images/514,614/1743560498_1743552707_5.jpg",Stress,blurry,135.5,1366.8,40.1
1743473886_1743466305_5.jpg,"images/514,614/1743473886_1743466305_5.jpg",Healthy,blurry,136.9,1321.8,39.5
1731111391_1731111105_5.jpg,"images/214,311/1731111391_1731111105_5.jpg",Healthy,blurry,137.8,1076.6,27.6
1746749818_1746749500_5.jpg,"images/514,614/1746749818_1746749500_5.jpg",Stress,blurry,145.0,1127.4,23.8
1743819645_1743811904_5.jpg,"images/514,614/1743819645_1743811904_5.jpg",Stress,blurry,137.6,1263.3,38.3
1749082523_1749082292_5.jpg,"images/214,311/1749082523_1749082292_5.jpg",Stress,blurry,146.3,1312.7,27.0
1729995449_1729995104_5.jpg,"images/514,614/1729995449_1729995104_5.jpg",Healthy,blurry,134.9,1467.0,30.9
1729930468_1729930264_4.jpg,"images/111,211/1729930468_1729930264_4.jpg",Healthy,blurry,135.0,1216.6,31.3
1730189654_1730189464_4.jpg,"images/111,211/1730189654_1730189464_4.jpg",Healthy,blurry,133.9,1007.0,30.9
1729988181_1729987902_5.jpg,"images/214,311/1729988181_1729987902_5.jpg",Healthy,blurry,142.9,1259.8,28.2
1749082430_1749082263_4.jpg,"images/511,611/1749082430_1749082263_4.jpg",Stress,blurry,146.4,1197.5,24.1
1729995568_1729995138_6.jpg,"images/11,411/1729995568_1729995138_6.jpg",Healthy,blurry,138.7,1350.2,27.8
1749458495_1748859102_5.jpg,"images/514,614/1749458495_1748859102_5.jpg",Stress,blurry,147.0,1350.6,24.4
1731543386_1731543098_5.jpg,"images/514,614/1731543386_1731543098_5.jpg",Healthy,blurry,138.3,1392.9,28.6
1749082430_1749082263_4.jpg,"images/511,611/1749082430_1749082263_4.jpg",Stress,blurry,146.4,1197.5,24.1
1731457007_1731456702_5.jpg,"images/214,311/1731457007_1731456702_5.jpg",Healthy,blurry,144.3,1435.1,31.5
1728526638_1728526302_5.jpg,"images/514,614/1728526638_1728526302_5.jpg",Healthy,blurry,141.7,1360.1,27.5
1730765795_1730765496_5.jpg,"images/214,311/1730765795_1730765496_5.jpg",Healthy,blurry,141.9,1405.7,29.7
1749082430_1749082263_4.jpg,"images/511,611/1749082430_1749082263_4.jpg",Stress,blurry,146.4,1197.5,24.1
1743899091_1743675087_5.jpg,"images/214,311/1743899091_1743675087_5.jpg",Stress,blurry,126.2,554.1,38.2
1731111391_1731111105_5.jpg,"images/214,311/1731111391_1731111105_5.jpg",Healthy,blurry,137.8,1076.6,27.6
1746757129_1746749464_4.jpg,"images/511,611/1746757129_1746749464_4.jpg",Stress,blurry,145.4,1424.1,24.7
1730276061_1730275864_4.jpg,"images/111,211/1730276061_1730275864_4.jpg",Healthy,blurry,134.7,906.9,29.4
1731370608_1731370303_5.jpg,"images/214,311/1731370608_1731370303_5.jpg",Healthy,blurry,144.7,1472.9,31.3
1728519382_1728519100_5.jpg,"images/214,311/1728519382_1728519100_5.jpg",Healthy,blurry,139.0,1434.7,27.9
1749458495_1748859102_5.jpg,"images/514,614/1749458495_1748859102_5.jpg",Stress,blurry,147.0,1350.6,24.4
1729930468_1729930264_4.jpg,"images/111,211/1729930468_1729930264_4.jpg",Healthy,blurry,135.0,1216.6,31.3
1743898728_1743898370_5.jpg,"images/514,614/1743898728_1743898370_5.jpg",Stress,blurry,136.9,1319.7,38.0
1749514543_1749514296_5.jpg,"images/214,311/1749514543_1749514296_5.jpg",Stress,blurry,148.1,1103.2,25.4
1746757129_1746749464_4.jpg,"images/511,611/1746757129_1746749464_4.jpg",Stress,blurry,145.4,1424.1,24.7
1731543386_1731543098_5.jpg,"images/514,614/1731543386_1731543098_5.jpg",Healthy,blurry,138.3,1392.9,28.6
1730333811_1730333503_5.jpg,"images/214,311/1730333811_1730333503_5.jpg",Healthy,blurry,142.6,1434.0,30.2
1743473886_1743466305_5.jpg,"images/514,614/1743473886_1743466305_5.jpg",Healthy,blurry,136.9,1321.8,39.5
1749458495_1748859102_5.jpg,"images/514,614/1749458495_1748859102_5.jpg",Stress,blurry,147.0,1350.6,24.4
1743920550_1743761491_5.jpg,"images/214,311/1743920550_1743761491_5.jpg",Stress,blurry,127.4,572.0,38.3
1743920679_1743811864_4.jpg,"images/511,611/1743920679_1743811864_4.jpg",Stress,blurry,136.7,1437.0,36.9
1746757129_1746749464_4.jpg,"images/511,611/1746757129_1746749464_4.jpg",Stress,blurry,145.4,1424.1,24.7
1743473886_1743466305_5.jpg,"images/514,614/1743473886_1743466305_5.jpg",Healthy,blurry,136.9,1321.8,39.5
1743848287_1743502296_5.jpg,"images/214,311/1743848287_1743502296_5.jpg",Stress,blurry,97.9,957.6,42.9
1731111397_1731111100_5.jpg,"images/514,614/1731111397_1731111100_5.jpg",Healthy,blurry,136.0,1391.4,28.9
1743985071_1743847891_5.jpg,"images/214,311/1743985071_1743847891_5.jpg",Stress,blurry,122.8,533.5,36.8
1743920679_1743811864_4.jpg,"images/511,611/1743920679_1743811864_4.jpg",Stress,blurry,136.7,1437.0,36.9
1743848287_1743502296_5.jpg,"images/214,311/1743848287_1743502296_5.jpg",Stress,blurry,97.9,957.6,42.9
1728526638_1728526302_5.jpg,"images/514,614/1728526638_1728526302_5.jpg",Healthy,blurry,141.7,1360.1,27.5
1731457007_1731456702_5.jpg,"images/214,311/1731457007_1731456702_5.jpg",Healthy,blurry,144.3,1435.1,31.5
1730333811_1730333503_5.jpg,"images/214,311/1730333811_1730333503_5.jpg",Healthy,blurry,142.6,1434.0,30.2
1743920679_1743811864_4.jpg,"images/511,611/1743920679_1743811864_4.jpg",Stress,blurry,136.7,1437.0,36.9
1730852199_1730851901_5.jpg,"images/214,311/1730852199_1730851901_5.jpg",Healthy,blurry,141.2,1430.2,30.0
1731111501_1731111129_6.jpg,"images/11,411/1731111501_1731111129_6.jpg",Healthy,blurry,137.6,1351.2,26.6
1730362458_1730362264_4.jpg,"images/111,211/1730362458_1730362264_4.jpg",Healthy,blurry,137.5,1061.8,29.6
1743819645_1743811904_5.jpg,"images/514,614/1743819645_1743811904_5.jpg",Stress,blurry,137.6,1263.3,38.3
1743899091_1743675087_5.jpg,"images/214,311/1743899091_1743675087_5.jpg",Stress,blurry,126.2,554.1,38.2
1746749818_1746749500_5.jpg,"images/514,614/1746749818_1746749500_5.jpg",Stress,blurry,145.0,1127.4,23.8
1728526638_1728526302_5.jpg,"images/514,614/1728526638_1728526302_5.jpg",Healthy,blurry,141.7,1360.1,27.5
1731543386_1731543098_5.jpg,"images/514,614/1731543386_1731543098_5.jpg",Healthy,blurry,138.3,1392.9,28.6
1730593022_1730592703_5.jpg,"images/214,311/1730593022_1730592703_5.jpg",Healthy,blurry,141.3,1355.3,29.9
1731543327_1731543064_4.jpg,"images/14,414/1731543327_1731543064_4.jpg",Healthy,blurry,140.0,1413.4,31.5
1730765795_1730765496_5.jpg,"images/214,311/1730765795_1730765496_5.jpg",Healthy,blurry,141.9,1405.7,29.7
1743560498_1743552707_5.jpg,"images/514,614/1743560498_1743552707_5.jpg",Stress,blurry,135.5,1366.8,40.1
1731543377_1731543102_5.jpg,"images/214,311/1731543377_1731543102_5.jpg",Healthy,blurry,142.3,1119.7,27.8
1730189654_1730189464_4.jpg,"images/111,211/1730189654_1730189464_4.jpg",Healthy,blurry,133.9,1007.0,30.9
1728519382_1728519100_5.jpg,"images/214,311/1728519382_1728519100_5.jpg",Healthy,blurry,139.0,1434.7,27.9
1729995449_1729995104_5.jpg,"images/514,614/1729995449_1729995104_5.jpg",Healthy,blurry,134.9,1467.0,30.9
1743849554_1743588693_5.jpg,"images/214,311/1743849554_1743588693_5.jpg",Stress,blurry,125.5,548.3,38.3
1743898728_1743898370_5.jpg,"images/514,614/1743898728_1743898370_5.jpg",Stress,blurry,136.9,1319.7,38.0
1730593022_1730592703_5.jpg,"images/214,311/1730593022_1730592703_5.jpg",Healthy,blurry,141.3,1355.3,29.9
1731370608_1731370303_5.jpg,"images/214,311/1731370608_1731370303_5.jpg",Healthy,blurry,144.7,1472.9,31.3
1749514543_1749514296_5.jpg,"images/214,311/1749514543_1749514296_5.jpg",Stress,blurry,148.1,1103.2,25.4
1743920679_1743811864_4.jpg,"images/511,611/1743920679_1743811864_4.jpg",Stress,blurry,136.7,1437.0,36.9
1729995449_1729995104_5.jpg,"images/514,614/1729995449_1729995104_5.jpg",Healthy,blurry,134.9,1467.0,30.9
1743985071_1743847891_5.jpg,"images/214,311/1743985071_1743847891_5.jpg",Stress,blurry,122.8,533.5,36.8
1728526754_1728526334_6.jpg,"images/11,411/1728526754_1728526334_6.jpg",Healthy,blurry,143.3,1445.9,25.2
